address,lifetime,most_active_day,activity_days,in_vs_out,num_in,num_out,median_delay,mean_delay,max_delay,min_delay,total_sent,total_recv,avg_out,avg_in,max_diff,addresses_in_out,class
192B1uxJa3Ta6XD1ho4cYdnnQoV27tiPvX,8673113,4,20,3.375,27,8,8047,8047,9557,6537,30.94,30.94,3.8675,1.145925926,30.94,0,0
15UJzbCnCQQiodhwXHQSK5B249wQnrEkkX,5100073,3,39,2.473684211,47,19,11621,27450.52632,99611,0,23.12256768,23.12256768,1.216977246,0.491969525,23.12256768,0,0
134Uxh1vJPabS2u2C2Lrmn2ydmqVjVXhSK,32148673,8,26,6.714285714,47,7,1314726,1981973.5,5297621,821,85.58012166,85.58012166,12.22573167,1.820853652,85.58012166,0,0
18vShxPbTcxT5pk1Ng5Kta6eh72XTuudCP,58391145,4,129,2.471698113,131,53,37459,45024.84444,139993,0,1550.471001,1550.471001,29.25416983,11.8356565,1550.471001,2,0
19WDt1jPMFQkASLxpoQx9hPpNiEdKwXikM,85286965,3,512,10.63265306,521,49,23175,165228.7727,3506825,301,2067.24,2067.24,42.18857143,3.967831094,2067.24,0,0
1JYJCSsva4rx7gXmEZ8tpkpHcfVHUhyMqU,7192341,4,52,4.785714286,67,14,5892,25875.76923,150829,0,26.6707499,26.6707499,1.905053564,0.398070894,26.6707499,0,0
1HR6NFHnYc5U8A2EzML1ZpxLBmky6NnWWm,65913933,2,55,5.333333333,48,9,65030,61899.4,141360,14522,12.43381458,12.43381458,1.381534953,0.259037804,12.43381458,0,0
14F9yAWwk347sapX6Ab7cczUUPs7UWoLeQ,26301135,21,100,2.12195122,174,82,67793,104486.9344,573437,0,550.5699086,550.5699086,6.714267178,3.164194877,550.5699086,5,0
154L59eWugHss9raWdnDpYDUN2z5xZaw4r,6402430,8,64,1.022222222,92,90,10864.5,19650.40323,76958,0,58.57,58.57,0.650777778,0.636630435,58.57,0,0
1JZfHWTdBkEZSxZfs7svW7pwqQH47SaH7Y,1883542,3,17,3.5,21,6,38225,88844,222164,6143,22.48,22.48,3.746666667,1.07047619,22.48,0,0
16u7Zyv5kThbR1LeAgbNwtodKZVuYPjQtB,64780039,6,22,2.090909091,23,11,196898,196898,322888,70908,83.98,83.98,7.634545455,3.651304348,83.98,0,0
18zrGiYPgRNwoBLBtz6PBEKivbNBVEbxzy,3033413,4,17,1,17,17,2552,7594.125,49514,275,33.5,33.5,1.970588235,1.970588235,33.5,0,0
1BgwZcPHcPBbGFngSKvzr8i3z7xfyj3Lx2,65872362,3,19,2.111111111,19,9,4396,115147.7143,768947,832,10,10,1.111111111,0.526315789,10,0,0
1HvTT3RWSqP5GMXcw6hNQxWysJ9tw9ckGQ,5331086,8,22,27.5,55,2,5987,5987,11108,866,1.36196242,1.72384657,0.68098121,0.031342665,1.72384657,0,0
1LxsQZ3DME44HzsS1k6d61CWzJy6ZNLBA8,2562312,4,30,2.157894737,41,19,25450,36013.17647,104710,1086,164.29,164.29,8.646842105,4.007073171,164.29,0,0
1HyxhSRFP1ik7iKSwTo7DDiBe8no1EctbC,1645472,171,14,1.026153846,667,650,0,406.230216,20780,0,6.67,6.67,0.010261538,0.01,6.67,1,0
12Qq5cBJMtkWbSu37fic5DhXxmtdjDV41u,8868762,3,49,1.695652174,39,23,75551,150596.2941,602779,20091,172.4931214,172.4931214,7.49970093,4.422900548,172.4931214,0,0
12JpCSXjEtUaVuo9Th9YnoSt2nD9cm7otd,5367664,4,15,1,15,15,22785.5,24823.25,47678,6044,0.33,0.33,0.022,0.022,0.33,0,0
1Cosha5dZCTMe6EpZc95C1AceFiSyjwYei,58359113,3,28,4.5,36,8,21268,302271.6667,875977,9570,66.44108477,66.44108477,8.305135596,1.845585688,66.44108477,0,0
1DEyCoNBuVoFGWdswXWF17royo8KQbnSAb,55480971,12,30,16,64,4,41305,41305,77770,4840,50.03,50.03,12.5075,0.78171875,50.03,0,0
1Gmwcr5hPzinbXjDRXCZtJpiQjcNcLrZxq,21458174,3,111,7.3125,117,16,29013,74619.66667,421672,5815,153.3578552,153.3578552,9.584865949,1.310750899,153.3578552,0,0
1KUZotkEjJ9xoSkTKPYPyj3cnUZ3TsjLk8,53443928,11,411,42.27272727,465,11,44881.5,44881.5,86313,3450,409.6352508,409.6352508,37.23956826,0.880936023,409.6352508,0,0
17UGTZU4uFnRzzzT36FkDbPRXUw9cpFM7L,183253,12,3,4.2,21,5,4685.5,4685.5,9184,187,7.07,7.07,1.414,0.336666667,7.07,0,0
13ufJ1q31XtXt94a717HFKg6nGgKzatWQL,21530658,4,58,2.541666667,61,24,43991,68155.52941,348178,1455,61.16,61.16,2.548333333,1.002622951,61.16,0,0
1JLvziEJ2UL177qWiNMvz8YvFusirh1wkD,2684843,6,28,6.285714286,44,7,13005,15921.5,41894,4145,7.65,7.65,1.092857143,0.173863636,7.65,0,0
16y85Gxihunn7nkgkNRGudSy9FwBDyphpq,12205608,14,77,11.66666667,175,15,16138,67796.63636,560561,1645,63.36451017,63.36451017,4.224300678,0.362082915,63.36451017,0,0
18x2MibkLzApDMNJfvRP4BjnzRPvRwRaro,82760039,3,23,2.5,20,8,171575,3506436,13681932,662,27.6528,27.6528,3.4566,1.38264,27.6528,0,0
1MZY4Ct4B8X5QTqbWSnt5ty1PbFrrGjeiR,7694682,19,56,1,98,98,11949,20537.53571,158498,0,155.52,155.52,1.586938776,1.586938776,155.52,1,0
1P7e9dLauaecGAGN8eDSfaYifeYtLbFiLb,32147246,3,108,7.714285714,108,14,64392,986017.7273,10224422,30889,85.6,86.41,6.114285714,0.800092593,86.41,0,0
1CtNGMTrzraQuQhvcR33haTw2Erg2tWF5M,64503689,19,34,12.76923077,166,13,2762.5,9823.25,33768,0,29.49,29.49,2.268461538,0.177650602,29.49,0,0
1PPSbaxgNDkMU3em6LQcfWLCCX5qiyhUY,2721641,9,15,13,39,3,198560,198560,198560,198560,6.00425566,6.00425566,2.001418553,0.153955273,6.00425566,0,0
135eMjuGfRUSbwzphGsZLixYLHd2kYHNeG,14940392,8,30,1.172413793,34,29,18757,102111.7143,448806,5054,308.22,308.22,10.62827586,9.065294118,308.22,0,0
15tw2ik3hQQchEQLWX7Wk2131Jw6KKmMvh,3798305,4,39,1.117647059,38,34,12083,26516.74194,108377,0,58.54,58.54,1.721764706,1.540526316,58.54,0,0
1Q1fVmWxfXeBy41r9EAfkQ8wZqA3djUHFg,4187763,5,37,3.285714286,46,14,23327,54087.44444,145390,1248,30.3,30.3,2.164285714,0.658695652,30.3,0,0
1M9Z6wuLBn4kMJaq2Mj4pBQ1iZtTQSC583,111200145,6,43,5.25,42,8,50869.5,242497,868249,0,0.58071502,0.6622872,0.062392855,0.013826548,0.58071502,1,0
1Jijy82a2j8DrDVyfgoEBGcATUfNVrW1H2,19696365,2,26,2.5,20,8,116733,187064.6667,421313,23148,158.65,168.95,19.83125,8.4475,168.95,0,0
1L3GxCRZwXEh8VwpPAociZQdTkhSHKGMoY,193833716,9,46,1.122807018,64,57,10791,24397.31707,165821,1615,70.56001,70.56001,1.237894912,1.102500156,70.56001,0,0
1FTnKFNrdQtLHJSKKucLA1TL6SVxEfd3FT,7733033,19,87,7.526315789,286,38,14298,22466.7027,71419,0,28.39,28.39,0.747105263,0.099265734,28.39,0,0
1Fk4DVGCGoXAiYCUMU7z97kyxDQZNCof24,14743807,8,93,2.670454545,235,88,6428,12945.37778,197640,0,528.9438373,528.9438373,6.010725423,2.250824839,528.9438373,1,0
1G6ULp7PywotHYPbTXkLsob7QmKoqo13Ed,28339808,3,72,3.388888889,61,18,151913.5,203350.9,442354,21397,124.2477314,124.2477314,6.847096191,2.020454614,123.2477314,0,0
1DG8UzTQ5EsGBsXD5K3Cj9nVDAoAMbg5vH,80849146,6,67,4.0625,65,16,33894,273268.6923,2665924,0,142.9781175,142.9781175,8.936132343,2.199663346,142.9781175,0,0
18GRe3MxMjnpmtzLXj69hWfWy7rAfQbaii,206879308,3,37,1.222222222,22,18,17998177,17998177,17998177,17998177,228.9581013,228.9581013,12.71989452,10.40718642,228.9581013,0,0
1fDmsb5dc3HbdZBRw2RVM1tAQBbptZp3e,183963366,2,60,8.142857143,57,7,240841.5,343352.1667,801978,22873,27.92518507,27.92518507,3.989312153,0.489915528,27.92518507,1,0
1HfmxWDPbU5s5e1iUBaz9GGumfre6j35bY,55467638,6,19,1.5,18,12,21797,287344.4,1231948,2537,643.15,643.15,53.59583333,35.73055556,643.15,0,0
19j3AsFK8V1Dzy9BDrJA9R7UccM8erGRSa,8311590,5,41,1.045454545,46,44,13608.5,26951.20588,166242,2537,32.60960038,32.60960038,0.741127281,0.708904356,32.60960038,0,0
14rbkT8HxK7bFYWRw7fScUiFuXjVocjBnv,8507632,3,37,8.666666667,52,6,3754,37774.2,163938,1471,17.31876596,17.31876596,2.886460993,0.333053192,17.31876596,0,0
12hjZwapQEZLPxCfMtdwKYnVnJhJQURx35,79113261,3,16,13.5,27,2,56746,56746,56746,56746,0.37732976,0.37732976,0.18866488,0.013975176,0.37732976,0,0
1QGumSo8ja5EZeTK9uQGf3Gedo2frtPGsT,1723014,11,17,1.042553191,49,47,4959,7994.909091,39311,927,56.59,56.59,1.204042553,1.154897959,56.59,0,0
1AZaDiJuJnH51RWzCTVrNcPdCLjmqiwcjg,56442491,5,90,1.846153846,72,39,123417,367077.3333,2843926,2319,71.18369465,71.18369465,1.82522294,0.988662426,71.18369465,0,0
1AeaSwbZdXVXas4PmbAvx3EdPNfrWvQKp9,60752545,10,27,1.3,26,20,32602,636071.2,1730383,519,7096.382592,7096.382592,354.8191296,272.937792,7096.382592,0,0
1Hu3o3MYCs611AkDbQgn1Z7AVXTBrr4zXh,98921646,26,13,3.611111111,65,18,8441,601690.4667,8288339,0,2.5798,2.5798,0.143322222,0.039689231,2.5798,2,0
12BTndQ82WvTe1Ph6XwGe2k4MLP69YJVgq,20268361,6,38,1,36,36,21749,25623.24138,72579,3006,31,31,0.861111111,0.861111111,31,0,0
1K3BVEK63Kk5gm9vcQ9ioSbw64MTjDnha,1232654,29,5,1.25,20,16,9204,7146,11909,100,0.72,0.72,0.045,0.036,0.72,1,0
125ezfxXy2CcP22oiHDDR7KJbiZb3oTiKK,16236802,36,81,1.072463768,222,207,7752,13251.328,95125,0,1891.56062,1891.56062,9.13797401,8.520543334,1891.56062,0,0
1Ersv1wtct7AnSdGwQjq66N3npr3RoPUXa,3412889,3,34,1.652173913,38,23,1292.5,8196.409091,122827,240,53.13,53.13,2.31,1.398157895,53.13,0,0
1CbcZfzdxFf5qQyydbJ44S6JTtarMDztP6,75443838,5,163,2.78125,178,64,13736,134190.4762,2146333,0,256.71,256.71,4.01109375,1.442191011,256.71,0,0
1Q8pabQYDSBQJ3cTMdwqDzFDjkc1zzQ1EP,23635179,3,36,1,26,26,36752,93088.1,647119,4398,102.36944,102.36944,3.937286154,3.937286154,102.36944,0,0
14rBvF8Gi6jcCjc9sGZBW7tcCKMbMmpvNa,2537200,3,30,1.16,29,25,29081,35145,83023,0,27.59,27.59,1.1036,0.95137931,27.59,0,0
1GMroNco3PcEtSHoJT5KZq1zqe9JV5hNJg,201388462,3,72,1.256410256,49,39,77710,602017.9091,7182722,0,98.34413419,98.34413419,2.521644466,2.007023147,98.34413419,0,0
14b3WrAfqJXcBd1SWhrh4zrTnCZsq1pSVX,77360938,4,25,4.166666667,25,6,29481,489521.6667,1424458,14626,204.28,204.28,34.04666667,8.1712,204.28,0,0
1KGXHQDFAsS2wsuQHLgw1KrSH1P5W5Ci6k,84162759,14,13,4.125,33,8,3237704.5,3237704.5,5645349,830060,224295.1,224295.1,0.002803689,0.000679682,0.02242951,0,0
18h2iAVNcSkFxAWuBMupryzhDRwhbdQmes,55207744,4,13,9,36,4,14894,14894,14894,14894,21.8,21.8,5.45,0.605555556,21.8,0,0
1BraGygW4rXbWiYehAMEhs2XNNjJM6hXh1,4737035,6,39,2.608695652,60,23,1002,6009.052632,54447,194,24.12,24.12,1.048695652,0.402,24.12,1,0
1UtjX3aPEXy3LmMGPmq7jBeSBFWt1TUj7,88539464,2,39,5.714285714,40,7,2499.5,51401.33333,262473,0,8.33,8.33,1.19,0.20825,8.33,0,0
1DZhFsfQNacJZjUrFHZXMCBc2qNkWm1yJo,1672567,3,18,2.714285714,19,7,29590,30190,55821,10152,42.74,42.74,6.105714286,2.249473684,42.74,0,0
13PA81Hv15xwarZPER98tSGwqz7egHNbfw,2800570,5,24,1,23,23,12014,25545.9375,90400,2317,68.99,68.99,2.999565217,2.999565217,68.99,0,0
1Bdfwar5qRa56eBSzT6ST2RhQzKD5vrzuu,3516116,3,35,15,60,4,8704,9748.5,20952,634,5.05,5.68,1.2625,0.094666667,5.68,0,0
1Nb7f1NwFvnceE2euCALR3MooTCvdWxMwp,60298218,4,166,11.5,161,14,22967,77739.7,349475,1553,209.34,209.34,14.95285714,1.300248447,209.34,0,0
1apvFupdrs8gLMSgy9RH1mxFm8a8tzrBF,5531801,3,24,2.444444444,22,9,80138,84467.25,166358,11235,3.59,3.59,0.398888889,0.163181818,3.59,0,0
18xMfDqDL9NKUEJ2s8TqN5PyDtJn1736vy,211842640,5,87,2.35,94,40,101521,919238.2222,9570198,0,2730.307874,2737.362802,67.52715161,28.81001056,2708.140992,1,0
1JfBkeXXmw6HhCTYRkQCPbVc1JR3yfKY6H,7637107,5,34,7.5,60,8,41727.5,79459.83333,246662,5422,38.13,38.13,4.76625,0.6355,38.13,0,0
14PXZ4w3Peu8Vj24s3fdbhotLq9Cx5hvJZ,2237343,5,17,1.5625,25,16,1169,9457.461538,47803,202,4.49,4.49,0.280625,0.1796,4.49,0,0
1kwi5aVN3aXSuq3DFbFAVVEYHWjxqz8XP,2687897,11,30,1,49,49,7280.5,16015.83333,56874,338,45.89,45.89,0.936530612,0.936530612,45.89,0,0
18j2smzqda2UuDAMCnEGaWkoyQzD7GF72,15832867,4,34,3.444444444,31,9,145170.5,369940.6667,1548500,47328,55.08,55.08,6.12,1.776774194,55.08,0,0
15djcHh51fCt9GgAfFehARc4GYoVYLtgCf,5529559,3,26,1,26,26,33365,32804,109060,5004,181.66,181.66,6.986923077,6.986923077,181.66,0,0
1CzLwWMSvL7wty8nMpNe26D13e7HpaN5mf,4159591,4,18,1.923076923,25,13,6361,56885.45455,528952,591,26.27928303,26.27928303,2.02148331,1.051171321,26.27928303,1,0
1HjyaoWEpxFJX3GNMioMAxvPTSXAEc571F,100180119,2,26,3.5,21,6,667231.5,5174838,19359741,5148,5.8861516,5.8861516,0.981025267,0.280292933,5.8861516,0,0
16xwBuVc8abpJSxjTgbnbwDAbdiqT4QR7e,35122649,19,191,7.333333333,748,102,11903.5,29341.40816,277471,0,609.06,609.06,5.971176471,0.814251337,609.06,0,0
136iwx8vwCG7W4WNLnZTLW64kXiNRfjBtj,30821295,5,75,2.071428571,87,42,8110,43731.18919,441891,0,43.35449912,43.35519912,1.032249979,0.498335622,43.35519912,1,0
1Jw7jv4U4ung5yDFva2Ja8oUPrZEP8eiBC,35529252,7,122,1.681818182,111,66,42034.5,209186.2115,6866108,956,109.0895539,109.0895539,1.652872028,0.982788774,109.0895539,1,0
1Hd7mP3oZ5FKHFYGV3JLFpTXkT2ie7g34m,7232853,20,82,1.104761905,232,210,9454,12834.07634,105135,0,343.18,343.18,1.634190476,1.479224138,343.18,0,0
1451zWpWjoX1v9FZyzSJqJjnwPbtYfayeJ,4713640,5,22,9.75,39,4,53605.5,53605.5,105764,1447,134.75,134.75,33.6875,3.455128205,134.75,0,0
1C7WdGfsTnXCSH5S5VMUzrXYGA3rvEfAbA,37779594,2,62,15.5,62,4,19667.5,21423.75,35619,10741,69.87,70,17.4675,1.129032258,70,0,0
19XXxQcZXf7g4sVTCXfw2Y9iLhPt7fLsFK,2409093,14,7,1.052631579,20,19,2755,2788.5,6771,160,3.06,3.06,0.161052632,0.153,3.06,0,0
1KBbZgdW8Du5ikisEkw1yYzQSd7gW2EYZN,60441718,3,64,7.888888889,71,9,132019,795252.2,3616423,904,23.34,23.34,2.593333333,0.328732394,23.34,0,0
1NyfBTqxr2wqsmwNUX7oXVdKvS1QSoXEXp,24726648,2,46,15,45,3,7751,76441,215821,5751,7.09,45.51,2.363333333,1.011333333,45.51,0,0
14ayQ23wVZv4Z2ZjwctqxmtEMud5fLpLvb,62952140,11,10,1.066666667,16,15,2923,157121.5455,1671787,0,8.64414164,8.64414164,0.576276109,0.540258853,8.64414164,3,0
1KZFqcf9VeRzfYrN3T5LpBFNtRg6cQ188a,51844380,48,9,1.861111111,67,36,0,957727.0392,48821242,0,123.0227869,136.5164096,3.417299635,2.037558352,136.5164096,6,0
1Bpqjnfrp4BKxdGFKs1akUzzqxAEW6dVBU,59705011,4,131,3.036363636,167,55,4406,17947.23077,191125,260,319.02,319.02,5.800363636,1.910299401,319.02,0,0
1NcA2fKKZirs4wLprYw8joFDbEfjGKgmPN,9905661,25,26,2.666666667,88,33,2897,170627.625,2044342,0,66.81,66.81,2.024545455,0.759204545,66.81,2,0
1JFtgK8r1jd9me53hTqs5zo5HjuRzEdYyQ,7752160,25,81,6.4375,206,32,2829,15183.46667,62238,0,133.52,133.52,4.1725,0.64815534,133.52,1,0
1Ho3ws1FG8awLxPx4je3WZNBqRoAn5Aht7,27750161,3,24,4.6,23,5,84422.5,84422.5,132401,36444,3.42546584,3.42546584,0.685093168,0.148933297,3.42546584,0,0
18aG17d7yDHYAMwvLXgVcSJA8hni5xWyCY,143308940,2,26,3.25,26,8,43200,131269.6667,587062,5435,109.9762408,109.9762408,13.7470301,4.229855415,109.9762408,0,0
1psQadimp2T8JHwM85GneJZeb3mbgRDE4,56519780,4,174,3.037037037,164,54,24916.5,50762.01923,353181,0,1658.483552,1658.483552,30.71265837,10.11270459,1658.483552,0,0
1KptwN2uMWvdMzenSYGRg9VHndCehk4h2T,12372344,3,62,10.16666667,61,6,43665,65680.8,218417,334,159.43,159.43,26.57166667,2.613606557,159.43,0,0
1MAuw6CJh9WKh538p2YTDvQQaFh3D7qgzA,32817636,2,35,2.7,27,10,96040.5,152579.5,388883,29354,110.35,110.35,11.035,4.087037037,110.35,0,0
1Erc4p6tCufYQod6mAPf9FiqkUC31eqGMJ,2948223,4,19,1,18,18,8640,15800.94118,57517,2522,15.13,15.13,0.840555556,0.840555556,15.13,0,0
14hBsz2hg3YKAUeigArTHw4Ax1M2LGRi4m,1031028,25,6,1.333333333,20,15,1740,22155.06667,163708,0,46.42,46.42,3.094666667,2.321,46.42,1,0
1DDper6JifqXQoV6R9Kshzcd2BxyS47x2X,60676063,13,32,9.833333333,118,12,51554,38854.4,72313,3886,182.38,182.38,15.19833333,1.54559322,182.38,0,0
1JNhhV7sWPdUUoj33By6TPXCTfLw85fnay,2830941,4,22,1,23,23,7999,20148.55556,117333,1365,19.07,19.07,0.829130435,0.829130435,19.07,0,0
1GuQhMcEoNuKQKaiyMgitx7fwCkteEsWyD,4264311,21,25,0.891304348,41,46,623,10653.59375,80861,0,24.7,24.7,0.483043478,0.54195122,22.22,6,0
1Hdoe6QP12og9i96aBAAvN6gkn2f64yoUC,22013502,3,67,1.034482759,60,58,12193,23496.81132,99545,0,335.3560455,335.3560455,5.782000785,5.589267426,335.3560455,0,0
1LeTXQDgModMYdgfgXK4bwmGZYDTxiLUYt,5531047,3,14,1.727272727,19,11,4095.5,17050,89869,582,49.08305577,49.08305577,4.462095979,2.583318725,49.08305577,0,0
1LGpwDU5djqsR1X14Tcass3y9fULTzxJq3,20147809,2,60,1.423076923,37,26,168066,221945.3684,621786,6418,110.95,110.95,4.267307692,2.998648649,110.95,0,0
1SMH87NkpvY8AfgqACABLyYsXhpNjPcfH,92819015,2,31,5.4,27,5,1754490,1754490,3446568,62412,314.9691484,314.9996994,62.99382969,11.66665553,314.9996994,0,0
14JdV8FdkrxKz3atoJZT7TqexL7KQZvkad,66449968,3,261,1.582677165,201,127,28645.5,61672.04386,662478,1998,173.46,173.46,1.365826772,0.862985075,173.46,0,0
1K2MM4QeHgtER2HScsDYs5Hjy3DzdokKjV,4743424,7,39,6.375,102,16,17005,57346.07692,453418,0,126.73,126.73,7.920625,1.24245098,126.73,0,0
1141qLXqx4SBy6FfAGXwgwBe6tRDUsxoa4,11427410,2,47,9.4,47,5,52518,55094,93387,19377,47.2282623,47.2282623,9.44565246,1.004856645,47.2282623,0,0
1HexxUThXyb8WBPWjE5Lz2zUC2mHNZzRah,19039465,9,32,1.046153846,68,65,8143,14001.89474,66148,1554,16.32,16.32,0.251076923,0.24,16.32,0,0
15qwxRSZ7ZWVsQ5t8kTU3vGWrw7u8GHFLu,76173352,8,161,5.255319149,247,47,4981.5,286110.0625,13083071,0,557.5911756,557.5911756,11.86364203,2.257454152,557.5911756,2,0
14eYsDW9TgwVW5cTxEmPcmpcJWYRm4Mh1y,718816,7,9,8.666666667,26,3,1400,1400,1400,1400,4.37,4.37,1.456666667,0.168076923,4.37,0,0
1Dopb6wSiiBmAp6hmSoNGQm6KbZZgrvqvz,2060348,5,18,4.666666667,28,6,38541,34341.4,54799,16762,47.26,47.26,7.876666667,1.687857143,47.26,0,0
1JpgBLgdk3KqQV8Ui1Fuh1p2Q5ZG8nSvLq,94069442,3,86,1.571428571,66,42,101304.5,766704.625,13478293,2210,165.0384695,165.0384695,3.929487369,2.500582871,165.0384695,0,0
19adQG14tUDzcaZanwVeMfjdw81i5QXpEa,10450861,3,25,2.4,24,10,51778,519085.5556,3458168,1824,10.202369,10.202369,1.0202369,0.425098708,10.202369,2,0
14TAMSaUwxxHMH6bqLEfYxhC5KnpBRM3o2,24625776,9,7,1.8,18,10,646,481149.7273,4763287,0,31.13,31.13,3.113,1.729444444,31.13,2,0
16ctzBwwHxmLwpBvdkNGug78JQGqW2nv4H,37151338,4,24,1.1875,19,16,113956,210246.7692,1278061,0,67.27518303,67.27518303,4.204698939,3.540799107,67.27518303,2,0
1Mh8Rd2XADNYs8iH7eEaebmWXcsKcid5DS,103755590,4,36,2.2,33,15,28144,93397.5,300088,17214,56.6534,56.6534,3.776893333,1.716769697,56.6534,1,0
1Q1MK4VmS85SVijC7bmrZe9TCv9WkdXh7g,3860591,4,19,4.666666667,28,6,32803,43966.33333,89621,9475,20.18086915,20.18086915,3.363478192,0.720745327,20.18086915,0,0
1yqcHyTbX5vk1TSR3aLrkJAkHGgoQqwpZ,2298452,6,24,2.5,25,10,92091,81443.75,131068,10525,1527.62,1527.62,152.762,61.1048,1527.62,0,0
1MFcNK6NbgxKTgGsE6dM31r9mGV8Jjeuyz,124905682,3,96,6,96,16,75692,5297882,46911969,5469,286.074433,286.0841446,17.87965206,2.980043173,286.0841446,0,0
1JHfqX5c4cW9WgZ9YtKVZV4A8uMcBEncNA,4192116,2,24,2.222222222,20,9,43139,75183.44444,203614,3884,19.62,20.62,2.18,1.031,20.62,0,0
1FtiNDWTRAbvwYDywo9aDvYuDNTjN1J9i6,8287997,20,17,5,85,17,6165,6165,6165,6165,33.68,33.68,1.981176471,0.396235294,33.68,0,0
1P3PCALnkYeM1yZKvxjBEWEZhB5BiXuZLD,3547075,3,32,2.5,30,12,39543.5,51965.6,140469,2086,167.84,167.84,13.98666667,5.594666667,167.84,0,0
1P73ZThiqeUgC4vBjS1fDFcE41JgmosgAb,50201981,9,123,13.66666667,205,15,22939,29761.2,72618,7858,255.45,255.45,17.03,1.246097561,255.45,0,0
1E1Bxoreco9RbT5Kofh6V3TwXiPNtGhbQv,32608914,7,66,7.6,114,15,377197.5,297681.375,606102,22526,120.9100686,120.9100686,8.060671241,1.060614637,120.9100686,0,0
1QBm3RF6ZxeS8P7F4R6Un1rbND18zxeBsB,21667274,9,71,1.202380952,101,84,14687.5,21746.55556,83655,0,83.97139992,83.97139992,0.999659523,0.831399999,83.97139992,0,0
1nykJKnvDPwQpfpMvafn1xRzWqCv1Zx5y,7319538,4,38,2.894736842,55,19,7014,17856.66667,58076,277,33.66518508,33.66518508,1.771851846,0.612094274,33.66518508,0,0
1FL4qxDU38MK7g7ytSF4gE6rSEMQcsp9Q6,24830249,4,38,1,31,31,13508,25517.85185,94616,2131,109.21,109.21,3.522903226,3.522903226,109.21,0,0
1PLtjPfFfcNyqmZcvmfXBtigZ8NzNThq9r,4569503,6,19,15,30,2,51321.5,51321.5,59632,43011,2.26026921,2.35978019,1.130134605,0.07865934,2.35978019,0,0
1JkT6EQMotCz6BFqPWFd3kFDQzU1qa119N,219223911,18,188,7.489130435,689,92,15511.5,131851.3571,2494078,0,28.97047519,29.13833229,0.314896469,0.042290758,29.13833229,0,0
1GWaDDxxJuTvdGGa6mBWRcewFg8wT2vBva,13638414,7,91,5.742857143,201,35,11207,12635.67857,38404,366,221.3,221.3,6.322857143,1.100995025,221.3,0,0
14zVM6t5SgQc8RxkAcLWnFbJViZGgMG8Za,59033825,2,24,1.538461538,20,13,10492.5,33515.83333,98044,293,37.56954106,37.56954106,2.889964697,1.878477053,37.56954106,0,0
1CdPjVwQsYjieXTLM3BTgB3i23HRV6MFq8,195896801,2,32,1.428571429,20,14,692626,3269754.6,12055518,477450,47.84919361,47.84919361,3.417799544,2.392459681,47.84919361,0,0
17xSvmgSfk9Mo2R9yHm5pv43kd4PmVP5TV,31002149,16,75,32,288,9,10797,15060,30546,5897,72.41124545,72.42447241,8.045693939,0.251473863,72.42447241,0,0
135LrwnKj7zVhmL6Jn1FJ9XsNVSWjA38Ur,11877355,3,29,1.043478261,24,23,18236,38061.04546,152022,1863,298.02,298.02,12.9573913,12.4175,298.02,0,0
1GYhg5qwQe1ceY8iDkWnqHoW6CQrHu9EqM,54195642,6,392,13.82608696,636,46,7117,31424.22727,678179,0,150.62,150.62,3.274347826,0.236823899,150.62,0,0
1Hu65eC7hSEZJwax9G2yzJY9YsA5qauyXu,26660027,4,61,5,70,14,29524,136523.6667,1092914,0,252.409614,252.409614,18.02925814,3.605851629,252.409614,0,0
1FYhEB7hcqACSBDXZ3V3NjEgCduHyLGHhZ,1693508,4,11,4.4,22,5,16635,18406.33333,33157,5427,10.15,10.15,2.03,0.461363636,10.15,0,0
19DVCb9pfvLgwojacqgimP6fxbM1nG2XWN,1754872,7,10,1.153846154,15,13,2210,32166.88889,198130,0,488.5,488.5,37.57692308,32.56666667,488.5,5,0
12i7qeKKz69nU7YgefpaMDoef8Gf5UsphB,83683863,2,52,8.666666667,52,6,26565,26565,32453,20677,94.86147723,94.86147723,15.81024621,1.824259178,94.86147723,0,0
1Dk1R3JFbxCiUyk63afWHBQChPTJttZFER,104689816,3,157,5,145,29,121856.5,190806.4,570310,5209,234.7803813,234.7803813,8.095875218,1.619175044,234.7803813,0,0
1L9CYEb8nAX8p2KKdsDRmeQP6C5916q6gX,4368642,8,50,5.888888889,159,27,7473,10778.76,31956,0,185.16,185.16,6.857777778,1.164528302,185.16,0,0
15tidLUvDHg3ZQvcLU1bpJw6WPZq5Ha2tF,22548449,4,85,1.666666667,70,42,41393,94877.22222,810865,625,1507.51,1507.51,35.89309524,21.53585714,1507.51,0,0
1Pm4AfJJibCq1D6BCVyqEcJTff73w5rERF,71025783,11,31,30,120,4,19904319.5,19904319.5,39800866,7773,11.492605,11.492605,2.87315125,0.095771708,11.492605,0,0
1NfPjFYhQvzNkAGmNM1Z1GF7pbmmFCZ16,24331689,5,18,1,13,13,67369,192424.5556,1202849,290,5.7,5.7,0.438461538,0.438461538,5.7,1,0
1DfSsFJRVJRxNzp1Y5vZAodVGr4YDeoXXC,6732538,4,22,5.833333333,35,6,5530,5668,9141,2961,5.25,5.25,0.875,0.15,5.25,0,0
1RvFvnbWdaR47BWYSFDUXXwSJhHeFCDJx,85476190,19,38,2.352941176,120,51,7585,18810.42553,93930,0,440.5112,440.5112,8.63747451,3.670926667,440.5112,0,0
